,words,count
150,btw,67
151,cool,2888
152,50s,10
153,spot,3540
154,anything,2531
155,minimum,44
156,effort,285
157,cheers,98
158,conveniently,1467
159,located,6553
160,quiet,12113
161,street,5936
162,lower,336
163,queen,1577
164,anne,1243
165,buscab,1
166,ride,2092
167,belltown,508
168,downtown,15695
169,addition,522
170,being,3691
171,booming,4
172,right,6732
173,alas,14
174,visiting,3002
175,friends,2853
176,schedule,768
177,completely,861
178,full,2622
179,barely,149
180,bad,171
181,seemed,767
182,aspect,109
183,moved,257
184,across,1307
185,city,8479
186,easily,2483
187,limpio,22
188,espacioso,2
189,agradable,17
190,importante,3
191,esta,13
192,cerca,21
193,prácticamente,1
194,todo,60
195,permitió,1
196,movernos,1
197,fácilmente,2
198,cuidad,1
199,night,7125
200,linen,90
201,towels,2543
202,were,39221
203,provided,6074
204,mattress,765
205,superb,394
206,neighbourhood,1741
207,practical,97
208,cafes,1090
209,reachable,132
210,foot,601
211,min,207
212,although,2257
213,working,736
214,havent,115
215,her,968
216,listing,2749
217,exactly,5112
218,described,4512
219,wonderful,12230
220,cleen,1
221,moment,517
222,evening,1332
223,varied,26
224,also,14333
225,walking,9665
226,distance,7542
227,lots,4703
228,there,25189
229,recommend,16449
230,others,1266
231,traveling,1169
232,nicer,384
233,live,1169
234,price,1618
235,wine,1581
236,conversation,396
237,definitely,15312
238,when,12145
239,visit,6368
240,next,6148
241,staying,11250
242,block,1904
243,from,22335
244,public,2729
245,transportation,2084
246,keys,913
247,access,4929
248,timing,67
249,extremely,4149
250,flexible,1796
251,nothing,910
252,fancy,202
253,negative,260
254,shower,2566
255,drain,41
256,amazing,6877
257,made,12534
258,pleasurable,33
259,ideal,1287
260,anyone,3922
261,highly,8354
262,recommended,2679
263,despite,542
264,late,3184
265,booking,1157
266,request,605
267,rachel,198
268,responsive,3855
269,helpful,10194
270,over,2672
271,email,1072
272,house,22717
273,wellfurnished,60
274,company,399
275,lovely,8958
276,experience,11974
277,farmhouse,21
278,have,18350
279,closed,265
280,kitten,19
281,friendly,9403
282,been,3611
283,hosts,8116
284,tight,277
285,they,11575
286,checkin,2030
287,reservation,1395
288,luggages,22
289,coats,13
290,closet,802
291,given,717
292,spare,132
293,key,243
294,youre,2428
295,free,1487
296,confortable,168
297,recommand,36
298,going,2418
299,delightful,870
300,bright,988
301,breakfast,3451
302,morning,3721
303,arrived,4842
304,their,7256
305,brigette,1
306,greeted,1290
307,couple,2932
308,cat,349
309,sleep,2020
310,super,8009
311,near,2994
312,bars,3523
313,sleeping,925
314,busy,1204
315,sightseeing,473
316,love,3402
317,added,609
318,bonus,914
319,downside,309
320,ours,107
321,needed,10761
322,extra,1972
323,wake,237
324,early,2197
325,rachels,34
326,sure,5209
327,theyre,219
328,another,1498
329,bread,377
330,beverages,174
331,unfortunately,654
332,enjoy,2219
333,them,3754
334,prompt,937
335,communication,2955
336,rooms,1322
337,relaxing,1450
338,decor,851
339,guys,418
340,immediately,982
341,ease,403
342,advertised,1497
343,know,2427
344,about,11434
345,resources,85
346,amusing,8
347,locate,87
348,arrangement,102
349,works,499
350,fine,1323
351,even,11101
352,consistent,36
353,description,1535
354,useful,579
355,information,2560
356,takes,764
357,than,6813
358,though,3256
359,obliging,11
360,communicative,1049
361,gave,4611
362,valuable,67
363,tips,1367
364,explore,1644
365,invited,288
366,concert,99
367,enough,4160
368,two,350
369,furthermore,53
370,bathroom,6989
371,kitchen,8228
372,could,8183
373,complain,90
374,all,1963
375,jons,74
376,instantly,194
377,letting,440
378,group,932
379,four,981
380,checkout,778
381,times,1767
382,charming,2222
383,within,5640
384,many,4953
385,seattles,623
386,sights,523
387,areas,1144
388,peaceful,1446
389,touch,1539
390,gracious,2176
391,shared,1163
392,getting,2679
393,ready,1303
394,work,2960
395,rest,1092
396,open,1801
397,beautifully,1027
398,decorated,2287
399,other,5105
400,plans,435
401,lounge,203
402,day,2146
403,especially,2355
404,kitty,118
405,quite,3397
406,weather,894
407,friend,1787
408,walked,1926
409,waterfront,619
410,took,2431
411,minutes,3851
412,will,9269
413,return,2143
414,inspiring,89
415,brief,362
416,feel,7896
417,brigitte,9
418,friendliest,62
419,ive,1138
420,met,263
421,convenient,6999
422,miles,375
423,capitol,3346
424,hill,5347
425,browsing,26
426,through,2218
427,doodads,1
428,john,965
429,opened,229
430,lock,458
431,box,70
432,trouble,623
433,accessible,1441
434,fruit,907
435,nuts,30
436,guests,2697
437,greatly,354
438,appreciated,2924
439,option,440
440,sweet,2157
441,baked,337
442,homemade,316
443,cookies,337
444,tasted,29
445,flight,1097
446,thank,5351
447,you,2363
448,wifi,1945
449,list,807
450,spots,1000
451,check,4885
452,safe,3485
453,five,661
454,star,311
455,helped,1743
456,since,2336
457,later,799
458,and,1451
459,shortly,69
460,slept,1411
461,comfortably,574
462,corner,1082
463,furnished,1072
464,chilly,177
465,private,5636
466,complimentary,213
467,drinks,545
468,dairyfree,1
469,alternative,190
470,delicious,1308
471,hazelnut,2
472,milk,347
473,lactoseintolerant,1
474,people,4221
475,able,4543
476,matched,86
477,little,8304
478,ended,600
479,hanging,365
480,bit,197
481,dreamy,36
482,both,3713
483,awesome,5189
484,greet,400
485,provide,814
486,guidance,67
487,directions,1309
488,insider,22
489,enjoyed,9079
490,comfy,3533
491,absolutely,3579
492,welcomed,1730
493,second,1349
494,stepped,70
495,almost,1078
496,own,261
497,never,2802
498,before,4359
499,insight,79
500,shaped,9
501,vacation,956
502,best,4479
503,filled,451
504,lush,131
505,plants,147
506,photos,1345
507,evidence,16
508,herself,377
509,odor,52
510,hair,401
511,natural,553
512,lighting,249
513,worry,337
514,bedroom,3538
515,heavy,133
516,curtain,101
517,blocking,21
518,long,2382
519,please,216
520,thing,1608
521,come,4308
522,back,9326
523,each,1448
524,exploring,1502
525,district,1111
526,literally,633
527,everywhere,1381
528,wanted,2510
529,doing,435
530,high,939
531,future,1838
532,airbnb,7365
533,experiences,352
534,travel,1469
535,everyone,889
536,places,4613
537,world,322
538,heartbeat,504
539,talking,368
540,duo,1
541,amazingly,285
542,pretty,2830
543,darn,21
544,opening,225
545,your,5614
546,short,5288
547,roomhouse,26
548,mile,681
549,cheap,314
550,uber,1259
551,same,1023
552,cats,798
553,dont,2363
554,sometimes,264
555,sensitive,156
556,does,731
557,petting,20
558,delayed,260
559,mind,719
560,bc,7
561,loved,7941
562,longer,1248
563,plus,2121
564,dope,9
565,incredibly,1759
566,drop,471
567,bags,607
568,several,1801
569,hours,1110
570,make,5772
571,pleased,687
572,down,3329
573,adorable,1285
574,first,8169
575,totally,1087
576,contact,1139
577,arrival,4769
578,exceptionally,253
579,possible,691
580,keep,1022
581,degree,61
582,heat,619
583,offered,1593
584,suggestions,1833
585,yeah,40
586,cuddly,36
587,lovable,39
588,classic,94
589,middle,705
590,wave,175
591,still,1583
592,napping,17
593,midday,14
594,treats,415
595,snack,165
596,missed,245
597,paths,178
598,behold,7
599,knew,625
600,school,158
601,sipping,41
602,catching,85
603,trips,435
604,incredible,1014
605,hospitality,1281
606,hoped,274
607,shop,1016
608,fruits,166
609,labour,10
610,blueberry,35
611,picking,108
612,enjoyable,1024
613,knowing,156
614,returning,391
615,somewhere,240
616,chose,425
617,proximity,692
618,daughters,243
619,learned,111
620,french,344
621,press,208
622,sunny,388
623,terms,294
624,nestled,139
625,between,927
626,commuting,61
627,relatively,267
628,note,1018
629,relied,29
630,cabs,79
631,lyfts,3
632,brigit,2
633,utterly,28
634,spend,1293
635,recommendstay,4
636,kelli,35
637,boyfriend,959
638,into,4373
639,huge,1193
640,informative,430
641,lists,41
642,highlights,126
643,beer,567
644,scene,130
645,covered,228
646,perfectly,1871
647,timers,26
648,pike,2402
649,fremont,2399
650,slightly,212
651,north,513
652,kellis,8
653,lastly,95
654,kerri,3
655,receive,78
656,views,2293
657,skyline,225
658,phenomenal,180
659,emerald,85
660,foremost,23
661,install,12
662,keybox,8
663,whole,1799
664,trip,5677
665,its,8851
666,apparent,51
667,cares,87
668,those,1114
669,wife,1449
670,problems,728
671,futon,334
672,folded,27
673,surprisingly,266
674,pillows,585
675,decoration,106
676,attending,302
677,breeze,831
678,finally,275
679,final,70
680,bundle,6
681,reservations,86
682,music,509
683,tidy,1179
684,vegetarian,29
685,punk,3
686,turns,67
687,common,459
688,locations,336
689,either,633
690,blast,168
691,wouldnt,763
692,hesitate,688
693,heading,233
694,cutest,119
695,sign,119
696,blackboard,9
697,read,452
698,carmen,78
699,cannot,545
700,wrong,255
701,suggestion,121
702,eat,707
703,dog,551
704,liked,1158
705,days,3810
706,relaxed,469
707,sparks,1
708,lady,195
709,problem,2008
710,record,148
711,restaurant,1288
712,recommendations,2436
713,beyond,1189
714,car,1461
715,shops,4483
716,looks,919
717,pictures,2377
718,question,474
719,advice,906
720,willing,568
721,help,2109
722,text,1069
723,map,63
724,newspapers,8
725,soon,1002
726,attractions,1574
727,steps,674
728,lines,642
729,excellent,5395
730,privacy,2476
731,issues,972
732,keeps,155
733,impeccably,187
734,dustfree,2
735,asthmatic,2
736,doggy,14
737,desi,1
738,hard,804
739,leave,1480
740,having,2990
741,such,3845
742,advices,71
743,miss,419
744,charli,1
745,hospitable,962
746,bless,13
747,size,1163
748,accomodating,363
749,sharing,646
750,shopping,1369
751,centre,380
752,buses,824
753,knows,227
754,hints,50
755,memorable,285
756,couldnt,2546
757,better,4026
758,iconic,22
759,slew,10
760,cultural,28
761,hubs,7
762,recommendation,273
763,dishes,438
764,multiple,369
765,stops,757
766,bring,695
767,farther,66
768,example,146
769,university,1038
770,washington,1045
771,arboretum,131
772,sweetest,140
773,further,349
774,proven,4
775,scrumptious,16
776,freshly,154
777,surely,116
778,melt,4
779,heart,1197
780,accidentally,82
781,charger,51
782,boarding,25
783,plane,104
784,mailed,39
785,asked,1549
786,booked,944
787,answering,301
788,questions,4496
789,giving,653
790,sorts,155
791,mapsguides,6
792,pays,29
793,attention,600
794,details,957
795,chocolatesmints,1
796,fridge,1904
797,tea,561
798,terrific,785
799,ex,3
800,arena,73
801,monorail,257
802,etc,2877
803,true,489
804,kick,54
805,relax,1045
806,couch,851
807,lucky,491
808,charlie,78
809,normally,91
810,courtney,56
811,ranged,6
812,indifferent,1
813,secondfloor,3
814,light,3611
815,wedding,733
816,stone,53
817,welcomend,1
818,adams,103
819,douzens,1
820,squirrels,23
821,garden,2430
822,famous,129
823,freemont,189
824,troll,120
825,definetly,54
826,lot,408
827,matthias,1
828,anna,510
829,should,1176
830,large,2309
831,adam,396
832,windows,1554
833,floor,1886
834,drapes,9
835,hardwoods,3
836,spotless,874
837,magnificent,89
838,hope,2070
839,person,2320
840,choice,722
841,stayed,7102
842,months,327
843,reach,612
844,busbikingwalking,1
845,so,23
846,ballard,3937
847,wallingford,535
848,last,1966
849,lunchdinner,3
850,philip,24
851,curated,22
852,selection,378
853,personal,731
854,favourites,4
855,every,3365
856,tried,363
857,sublime,15
858,jammed,10
859,together,552
860,shows,187
861,average,87
862,impersonal,24
863,sparse,44
864,maybe,450
865,werent,539
866,spending,327
867,amount,472
868,parts,489
869,ill,695
870,girlfriend,678
871,nights,2745
872,real,900
873,roommate,212
874,hotel,2353
875,connect,131
876,conversations,355
877,him,516
878,too,2588
879,serving,31
880,craft,72
881,chance,1291
882,delighted,145
883,mara,4
884,throughout,1392
885,arranged,339
886,walkable,1205
887,dine,69
888,take,2545
889,broadway,388
890,walkalbe,1
891,housemate,38
892,philps,1
893,apt,471
894,everythingu,1
895,wont,526
896,regret,302
897,roger,321
898,latenight,32
899,responding,339
900,quickly,1796
901,plenty,4210
902,things,4422
903,我们是一家三口可爱的女儿夫妻二人都是中国来的访问学者来到美丽的西雅图住在了roger的房子里房子位于美丽的艺术小镇fremont有各种各样的雕塑还有宇宙中心的路标各种小店的橱窗也是充满特色富有艺术气息安静美丽的小镇充满了秋天的味道离西雅图市区比较近房子位置好能从窗户里看到rainer山很不幸我们没有看到,1
904,needs,2524
905,legs,28
906,budget,147
907,3bedroom,5
908,duplex,75
909,rumor,1
910,someone,736
911,lives,481
912,least,348
913,attached,214
914,thats,784
915,tons,837
916,rogers,103
917,warning,80
918,isnt,576
919,door,2757
920,concerned,195
921,might,1481
922,solo,125
923,sitting,589
924,hes,311
925,nearby,3432
926,event,289
927,came,2065
928,sorted,49
929,bed,2831
930,view,5939
931,window,918
932,definite,95
933,canceled,828
934,automated,812
935,posting,890
936,miesha,38
937,term,150
938,trying,350
939,turn,252
940,else,850
941,recently,297
942,mieshas,8
943,guest,1903
944,searching,63
945,permanent,69
946,living,2955
947,situation,334
948,heated,414
949,floors,554
950,towel,196
951,warmer,107
952,furniture,505
953,included,646
954,switched,22
955,chair,268
956,desk,351
957,quit,27
958,worked,1872
959,extend,80
960,ongoing,20
961,search,67
962,hand,408
963,rainiest,1
964,cant,2067
965,imagine,345
966,starting,159
967,life,631
968,farah,37
969,month,540
970,easygoing,216
971,chat,566
972,feeling,621
973,checked,1213
974,store,1633
975,wd,7
976,stop,1975
977,parking,7784
978,entire,1157
979,farrah,1
980,grocery,1902
981,class,136
982,mentioned,508
983,7am,18
984,guess,142
985,assumed,22
986,using,1664
987,onlyfarah,1
988,consideration,60
989,daily,248
990,said,1135
991,beat,681
992,value,886
993,touches,1127
994,reply,236
995,process,1226
996,normal,144
997,pictured,1024
998,earlier,424
999,listed,419
1000,happy,2148
1001,figure,216
1002,different,893
1003,businesses,91
1004,understanding,304
1005,fell,265
1006,outside,2156
1007,baby,496
1008,blue,140
1009,color,73
1010,prior,779
1011,reached,179
1012,toiletries,797
1013,ensure,305
1014,homey,751
1015,1010,105
1016,somewhat,200
1017,minimalist,52
1018,tho,16
1019,comfycozy,2
1020,personable,250
1021,engaging,120
1022,nonintrusion,1
1023,slight,121
1024,scheduling,46
1025,communications,317
1026,care,1243
1027,fatah,1
1028,quick,4199
1029,hostess,1136
1030,seven,47
1031,minute,3437
1032,drive,2459
1033,bliss,9
1034,fast,832
1035,respond,1269
1036,basic,603
1037,stores,1247
1038,farahs,4
1039,exhausted,50
1040,driving,551
1041,830,10
1042,decided,353
1043,silent,44
1044,comes,350
1045,stories,184
1046,showed,1162
1047,forgot,273
1048,supplied,341
1049,one,927
1050,arrive,511
1051,woke,193
1052,workshop,47
1053,shopsrestaurants,36
1054,ben,20
1055,admit,46
1056,nervous,139
1057,but,329
1058,bonnie,52
1059,delight,264
1060,arriving,533
1061,attentive,970
1062,emails,425
1063,answered,886
1064,establish,3
1065,upon,1526
1066,boys,112
1067,once,1256
1068,thorough,394
1069,tour,1045
1070,letter,76
1071,responsibilities,7
1072,chatting,233
1073,obvious,134
1074,thinking,130
1075,ways,210
1076,appropriate,65
1077,toys,295
1078,bowl,126
1079,accents,15
1080,fresh,2247
1081,flowers,649
1082,lps,4
1083,finger,12
1084,name,167
1085,few,37
1086,inviting,1133
1087,energy,202
1088,bonnies,9
1089,thoughtful,1448
1090,bar,199
1091,was,624
1092,urban,443
1093,treehouse,172
1094,pnw,18
1095,serene,171
1096,detail,756
1097,family,4936
1098,weeks,626
1099,summer,774
1100,parks,718
1101,grab,248
1102,listen,57
1103,play,505
1104,piano,94
1105,mapleleaf,2
1106,stephanie,172
1107,smooth,622
1108,listened,16
1109,purpose,86
1110,ultraaccomodating,1
1111,feels,653
1112,bohemian,27
1113,artists,164
1114,loft,1462
1115,break,129
1116,decorator,4
1117,office,170
1118,green,1397
1119,lake,3320
1120,freeway,496
1121,usespecially,1
1122,holiday,256
1123,children,513
1124,heatwave,34
1125,older,491
1126,stuffy,90
1127,without,2012
1128,ac,100
1129,fans,376
1130,condo,1773
1131,cloud,46
1132,proactive,60
1133,amenities,3334
1134,stellar,102
1135,collection,241
1136,pile,18
1137,classics,3
1138,browse,26
1139,base,841
1140,10yearold,1
1141,tow,13
1142,maple,56
1143,leaf,53
1144,offers,373
1145,dining,907
1146,options,893
1147,bothered,110
1148,making,2115
1149,trek,50
1150,must,588
1151,apprehensive,28
1152,whiled,1
1153,downtime,22
1154,listening,88
1155,records,80
1156,surfing,10
1157,internet,840
1158,wfi,1
1159,complaints,343
1160,modern,1717
1161,conveniences,123
1162,memos,2
1163,supplies,494
1164,convenience,504
1165,replier,1
1166,users,44
1167,books,870
1168,legoswooden,1
1169,train,804
1170,kid,20
1171,communicate,1229
1172,diversified,1
1173,patient,173
1174,a,48
1175,considering,310
1176,reserve,97
1177,cuter,33
1178,west,1194
1179,considerate,504
1180,hamlin,12
1181,midnight,198
1182,parting,5
1183,condos,26
1184,grassy,9
1185,groomed,4
1186,walkway,33
1187,immaculately,261
1188,year,729
1189,anniversary,132
1190,gotten,78
1191,bottle,950
1192,downstairs,975
1193,washroom,67
1194,main,1521
1195,upstairs,1225
1196,cleanest,57
1197,seen,315
1198,depending,100
1199,woken,46
1200,padding,10
1201,feet,230
1202,kids,1063
1203,wellbehaved,38
1204,coming,1448
1205,respected,152
1206,utmost,24
1207,accommodations,1658
1208,environment,421
1209,eager,122
1210,research,55
1211,tricky,204
1212,assistance,132
1213,makes,1169
1214,beach,1122
1215,setting,460
1216,need,6818
1217,vantrailer,1
1218,everyday,208
1219,returned,244
1220,fun,616
1221,respectful,436
1222,compromised,5
1223,providing,828
1224,nook,147
1225,passing,137
1226,thoroughly,749
1227,amiable,30
1228,young,398
1229,behaved,83
1230,happily,399
1231,assist,76
1232,shelf,64
1233,beds,2090
1234,bulk,3
1235,privacythey,2
1236,lent,76
1237,umbrella,148
1238,stormiest,1
1239,behind,413
1240,library,182
1241,straight,357
1242,attribute,5
1243,slice,37
1244,fams,1
1245,neat,1189
1246,refrigerator,519
1247,laundry,993
1248,machine,406
1249,hamlins,2
1250,toothpaste,88
1251,shampoo,603
1252,bottles,202
1253,water,2916
1254,seriously,187
1255,move,484
1256,confirmed,31
1257,knowledgeable,307
1258,taxi,421
1259,balance,120
1260,independence,19
1261,routine,22
1262,art,214
1263,intellect,1
1264,pressed,26
1265,hami,2
1266,pleasure,975
1267,deal,939
1268,amy,80
1269,travelling,241
1270,daughter,1132
1271,hamfam,1
1272,perfekt,32
1273,babybed,1
1274,theyve,65
1275,busride,15
1276,annabeth,1
1277,worth,728
1278,contacted,294
1279,explained,308
1280,highway,334
1281,far,242
1282,ultimate,35
1283,packed,139
1284,locals,143
1285,jump,77
1286,kevo,2
1287,blows,3
1288,justin,71
1289,sent,477
1290,waited,168
1291,taste,287
1292,decorations,160
1293,beagles,1
1294,orange,176
1295,juice,298
1296,planned,362
1297,bought,223
1298,cooked,283
1299,particularly,399
1300,projector,72
1301,netflix,444
1302,account,64
1303,movies,206
1304,happening,150
1305,less,1057
1306,justins,21
1307,changed,207
1308,bagels,177
1309,fabulous,1107
1310,south,345
1311,union,629
1312,roomy,504
1313,rainer,85
1314,appointed,1266
1315,stars,442
1316,difficultpricey,1
1317,bananas,49
1318,facilities,485
1319,instructions,2067
1320,airport,1722
1321,10,41
1322,rail,1810
1323,conference,612
1324,closer,177
1325,provides,646
1326,couldve,132
1327,front,1902
1328,organized,1019
1329,valentines,24
1330,chocolates,298
1331,waiting,837
1332,wellkept,151
1333,interior,289
1334,point,674
1335,cream,323
1336,cheese,152
1337,wireless,157
1338,flat,892
1339,situated,724
1340,settled,414
1341,date,183
1342,detailed,795
1343,discovered,125
1344,bagelscream,1
1345,prestine,1
1346,condition,346
1347,presented,147
1348,definately,134
1349,responded,1291
1350,smart,129
1351,equipped,1779
1352,homeawayfromhome,50
1353,business,789
1354,1br,8
1355,traveler,319
1356,classy,67
1357,throwing,10
1358,movie,237
1359,wall,338
1360,off,239
1361,timely,350
1362,responses,247
1363,clear,1576
1364,essentials,454
1365,instruction,89
1366,sheet,161
1367,along,1091
1368,tourism,46
1369,guide,461
1370,printed,95
1371,counter,187
1372,5star,63
1373,property,1545
1374,reasons,104
1375,wellequipped,302
1376,bus,763
1377,drug,58
1378,tell,583
1379,begal,1
1380,drinking,127
1381,landmark,18
1382,chocolate,698
1383,surrounded,262
1384,apartments,300
1385,historical,46
1386,houses,391
1387,esaily,1
1388,kerry,342
1389,perched,21
1390,local,3165
1391,strip,140
1392,downtownthe,6
1393,steep,332
1394,busses,114
1395,whiz,1
1396,cooking,889
1397,unlike,60
1398,hotelstyle,4
1399,centrally,908
1400,visitor,130
1401,items,803
1402,getaway,597
1403,answer,774
1404,rental,1425
1405,give,1216
1406,routes,431
1407,follow,268
1408,pickup,84
1409,entering,101
1410,cold,746
1411,refreshments,64
1412,posted,177
1413,planning,523
1414,cook,1099
1415,impressed,419
1416,use,654
1417,bedcouches,1
1418,blanketspillows,1
1419,fortunate,105
1420,duration,85
1421,apple,135
1422,uphill,127
1423,unmanageable,4
1424,luggage,785
1425,distances,31
1426,difficult,537
1427,however,1422
1428,overnight,330
1429,utilized,52
1430,look,1663
1431,helping,351
1432,understand,158
1433,layout,316
1434,walkability,37
1435,depicted,105
1436,wellorganized,74
1437,nicely,1474
1438,reviews,559
1439,various,351
1440,detergent,132
1441,pack,254
1442,lighter,20
1443,hall,178
1444,pass,478
1445,guidebook,120
1446,notfromconcentrate,1
1447,enthusiastically,37
1448,jason,184
1449,baseball,83
1450,game,440
1451,safeco,138
1452,loaning,6
1453,stadium,133
1454,ubered,15
1455,cities,80
1456,surrounding,726
1457,neighborhoods,1009
1458,package,88
1459,soap,482
1460,landmarks,54
1461,pioneer,382
1462,square,392
1463,snacks,1453
1464,scheduled,85
1465,meeting,710
1466,showing,190
1467,ourselves,755
1468,comments,82
1469,grinder,54
1470,minimal,171
1471,fare,67
1472,screen,219
1473,watch,584
1474,1520,203
1475,hilly,137
1476,matter,183
1477,comforts,286
1478,neighbors,504
1479,foodcoffee,6
1480,choose,447
1481,newly,182
1482,foam,163
1483,turned,374
1484,supportive,55
1485,60,12
1486,caused,37
1487,discomfort,17
1488,nextdaysoreness,1
1489,dark,354
1490,basically,298
1491,neighboring,57
1492,buildings,136
1493,rainier,262
1494,cared,176
1495,surprised,416
1496,called,501
1497,cliff,21
1498,side,755
1499,downhill,123
1500,aware,355
1501,rent,841
1502,limits,23
1503,fees,60
1504,beside,78
1505,hospitals,13
1506,emergency,103
1507,vehicle,99
1508,sirens,33
1509,noises,112
1510,traffic,878
1511,voices,19
1512,distracting,16
1513,mostly,393
1514,immediate,221
1515,capital,686
1516,lgbt,4
1517,bothers,16
1518,inyourface,1
1519,gayness,1
1520,positive,659
1521,review,396
1522,affordable,464
1523,standards,78
1524,state,187
1525,convention,723
1526,enter,226
1527,present,137
1528,easier,419
1529,courteous,248
1530,communicator,258
1531,impeccable,139
1532,shape,120
1533,inch,26
1534,epic,33
1535,relaxation,65
1536,vegging,2
1537,accurate,1628
1538,truly,1347
1539,ensuring,68
1540,ie,114
1541,shampooshairdryer,1
1542,allowed,893
1543,seamless,325
1544,stressfree,39
1545,pertinent,23
1546,pharmacy,46
1547,honestly,293
1548,communicated,560
1549,often,419
1550,departure,345
1551,medical,77
1552,transit,1065
1553,refuge,36
1554,retreat,717
1555,touring,122
1556,jessica,339
1557,jessicas,101
1558,kitties,67
1559,actually,1337
1560,afar,7
1561,cheery,72
1562,coordinating,89
1563,changing,118
1564,relatives,89
1565,photo,182
1566,sauna,106
1567,digital,20
1568,settings,19
1569,comfiest,25
1570,theres,1507
1571,catch,432
1572,comfort,570
1573,crashed,12
1574,sister,313
1575,portland,181
1576,wandering,88
1577,oasis,503
1578,vibrant,210
1579,community,362
1580,wed,829
1581,alki,509
1582,shes,522
1583,hang,699
1584,deck,1504
1585,comment,98
1586,dramas,4
1587,retail,52
1588,separate,734
1589,den,27
1590,junction,82
1591,funky,272
1592,boutiques,77
1593,westcrest,3
1594,worrying,39
1595,typical,140
1596,general,340
1597,whenever,548
1598,secluded,168
1599,trees,387
1600,organisation,8
1601,road,689
1602,schmitz,10
1603,tourist,760
1604,trap,7
1605,crashing,30
1606,personality,179
1607,afterwards,46
1608,according,59
1609,california,131
1610,ave,214
1611,manage,72
1612,bath,1216
1613,entrance,1232
1614,crossed,67
1615,gift,245
1616,vegan,79
1617,cupcake,15
1618,wanting,346
1619,immaculate,727
1620,think,1351
1621,card,278
1622,basket,367
1623,necessities,367
1624,pristine,109
1625,looked,867
1626,unwind,112
1627,jess,202
1628,myself,864
1629,needing,194
1630,greeting,137
1631,includes,159
1632,network,59
1633,soaps,142
1634,shampoos,76
1635,encountered,95
1636,zenthemed,1
1637,land,117
1638,handwritten,58
1639,table,946
1640,texting,74
1641,updates,36
1642,checking,1117
1643,eg,108
1644,slippery,16
1645,rain,328
1646,intro,21
1647,already,843
1648,thought,1595
1649,fact,614
1650,paper,266
1651,featured,39
1652,potential,96
1653,staycation,38
1654,noted,151
1655,inside,955
1656,warmcolored,1
1657,hardwood,69
1658,sunset,326
1659,colors,76
1660,tempting,12
1661,reviewers,131
1662,worried,194
1663,assured,50
1664,became,147
1665,nightin,2
1666,gallon,5
1667,fora,2
1668,buck,24
1669,did,347
1670,husky,19
1671,deli,42
1672,head,523
1673,sound,897
1674,watching,423
1675,wholeheartedly,67
1676,drawback,119
1677,dealbreaker,10
1678,constant,124
1679,goanswer,1
1680,aibnb,3
1681,uncomfortable,246
1682,bathroomshower,26
1683,patio,1163
1684,furry,32
1685,companion,45
1686,created,235
1687,following,132
1688,historic,289
1689,homes,347
1690,hers,44
1691,cluster,7
1692,alaska,69
1693,intersection,35
1694,gorgeous,1331
1695,restful,202
1696,linens,666
1697,soft,540
1698,approachable,84
1699,interested,276
1700,bathroomkitchen,8
1701,orderly,69
1702,obviously,163
